province,date,cases,year,population,temp_mean,temp_max,temp_min,precip_total,rh_mean,oni,dmi,month,incidence_per_100k,time_index
JAWA TIMUR,2019-03-01,2894.0,2019,40301400,26.47741935483871,30.812903225806455,24.04516129032258,370.0,87.61290322580645,0.84,0.224,3,7.180891978938697,165
JAWA TIMUR,2019-04-01,1613.0,2019,40301400,27.236666666666668,31.663333333333338,24.37,190.4,85.3,0.77,0.258,4,4.002342350389813,166
JAWA TIMUR,2019-05-01,1353.0,2019,40301400,27.806451612903224,32.81290322580645,23.932258064516127,19.4,75.90322580645162,0.64,0.539,5,3.357203471839688,167
JAWA TIMUR,2019-06-01,762.0,2019,40301400,27.753333333333337,33.76,22.876666666666665,11.7,65.7,0.52,0.605,6,1.8907531748276736,168
JAWA TIMUR,2019-07-01,399.0,2019,40301400,27.52258064516129,33.83870967741935,22.31935483870968,5.2,62.96774193548387,0.33,0.597,7,0.9900400482365377,169
JAWA TIMUR,2019-08-01,225.0,2019,40301400,27.90967741935484,34.49677419354839,22.5,2.1,59.516129032258064,0.19,0.436,8,0.5582932602837618,170
JAWA TIMUR,2019-09-01,218.0,2019,40301400,28.503333333333337,35.50666666666667,22.553333333333335,0.5,57.96666666666667,0.23,0.893,9,0.5409241366304892,171
JAWA TIMUR,2019-10-01,263.0,2019,40301400,30.26774193548387,37.5516129032258,24.187096774193545,6.8,54.45161290322581,0.39,0.964,10,0.6525827886872416,172
JAWA TIMUR,2019-11-01,356.0,2019,40301400,29.91,36.333333333333336,25.136666666666667,71.8,65.0,0.58,0.835,11,0.8833440029378632,173
JAWA TIMUR,2019-12-01,413.0,2019,40301400,28.416129032258063,34.622580645161285,25.003225806451617,254.8,80.45161290322581,0.66,0.243,12,1.0247782955430829,174
JAWA TIMUR,2020-01-01,1069.0,2020,40665000,27.33225806451613,32.303225806451614,24.55806451612903,319.3,85.25806451612904,0.64,0.173,1,2.628796262141891,175
JAWA TIMUR,2020-02-01,1665.0,2020,40665000,26.558620689655175,31.0,24.348275862068967,471.5,90.0,0.63,0.054,2,4.094430099594246,176
JAWA TIMUR,2020-03-01,1533.0,2020,40665000,26.94516129032258,31.364516129032257,24.483870967741936,311.0,88.58064516129032,0.53,0.019,3,3.769826632239026,177
JAWA TIMUR,2020-04-01,1085.0,2020,40665000,27.236666666666668,31.456666666666663,24.60666666666667,232.9,86.0,0.3,-0.011,4,2.668142136972827,178
JAWA TIMUR,2020-05-01,870.0,2020,40665000,28.0258064516129,32.751612903225805,24.76129032258065,116.2,79.74193548387096,0.01,0.298,5,2.1394319439321285,179
JAWA TIMUR,2020-06-01,649.0,2020,40665000,27.933333333333337,33.526666666666664,23.456666666666667,15.1,71.1,-0.23,0.454,6,1.5959670478298291,180
JAWA TIMUR,2020-07-01,402.0,2020,40665000,28.27741935483871,34.74193548387097,23.08709677419355,6.199999999999999,63.806451612903224,-0.36,0.32,7,0.9885651051272594,181
JAWA TIMUR,2020-08-01,242.0,2020,40665000,28.806451612903224,35.5516129032258,23.358064516129033,3.7,61.064516129032256,-0.53,-0.183,8,0.5951063568179024,182
JAWA TIMUR,2020-10-01,226.0,2020,40665000,29.22258064516129,35.86451612903225,24.664516129032258,149.8,68.16129032258064,-1.12,0.074,10,0.5557604819869667,183
JAWA TIMUR,2020-11-01,279.0,2020,40665000,28.68,34.593333333333334,24.726666666666667,169.8,74.53333333333333,-1.2,0.02,11,0.6860936923644412,184
JAWA TIMUR,2020-12-01,318.0,2020,40665000,26.61935483870968,31.074193548387097,24.05806451612903,383.1,85.2258064516129,-1.08,0.03,12,0.781999262264847,185
JAWA TIMUR,2021-01-01,674.0,2021,40951250,26.05161290322581,29.89032258064516,23.90967741935484,379.2,89.38709677419355,-0.91,0.051,1,1.6458594060010379,186
JAWA TIMUR,2021-02-01,638.0,2021,40951250,25.99642857142857,30.025,23.86785714285714,402.7,88.32142857142857,-0.79,0.243,2,1.5579500015262049,187
JAWA TIMUR,2021-03-01,738.0,2021,40951250,26.5258064516129,30.98064516129032,23.822580645161292,352.1,88.0,-0.71,0.266,3,1.802142791734074,188
JAWA TIMUR,2021-04-01,681.0,2021,40951250,27.223333333333336,32.04333333333334,23.78666666666667,152.6,81.16666666666667,-0.55,0.25,4,1.6629529013155886,189
JAWA TIMUR,2021-05-01,525.0,2021,40951250,28.25483870967742,33.54838709677419,24.322580645161292,47.599999999999994,73.54838709677419,-0.39,0.009,5,1.2820121485913127,190
JAWA TIMUR,2021-06-01,414.0,2021,40951250,27.743333333333332,33.21666666666667,24.073333333333338,77.9,76.5,-0.3,-0.002,6,1.010958151460578,191
JAWA TIMUR,2021-07-01,120.0,2021,40951250,28.51290322580645,35.403225806451616,23.07741935483871,2.7,60.806451612903224,-0.35,-0.228,7,0.29303134824944294,192
JAWA TIMUR,2021-08-01,133.0,2021,40951250,29.225806451612904,36.20645161290323,23.770967741935483,7.5,61.354838709677416,-0.45,-0.099,8,0.3247764109764659,193
JAWA TIMUR,2021-09-01,205.0,2021,40951250,29.456666666666667,36.416666666666664,24.216666666666665,28.0,62.266666666666666,-0.63,-0.058,9,0.5005952199261317,194
JAWA TIMUR,2021-10-01,365.0,2021,40951250,29.748387096774195,37.3,24.603225806451615,92.1,64.0,-0.76,-0.091,10,0.8913036842587223,195
JAWA TIMUR,2021-11-01,817.0,2021,40951250,26.746666666666663,32.36333333333333,23.953333333333333,391.9,85.93333333333334,-0.91,0.069,11,1.9950550959982907,196
JAWA TIMUR,2021-12-01,1450.0,2021,40951250,26.780645161290323,32.009677419354844,24.04516129032258,348.2,86.12903225806451,-0.87,-0.12,12,3.5407954580141023,197
JAWA TIMUR,2022-01-01,2912.0,2022,41237500,26.429032258064513,31.538709677419355,23.72258064516129,313.0,85.19354838709677,-0.82,-0.056,1,7.061533798120642,198
JAWA TIMUR,2022-02-01,1325.0,2022,41237500,25.892857142857142,30.575,23.467857142857145,405.2,88.5,-0.79,-0.083,2,3.213094877235526,199
JAWA TIMUR,2022-03-01,1017.0,2022,41237500,26.4,31.67096774193548,23.703225806451613,442.0,88.09677419354838,-0.86,-0.093,3,2.466201879357381,200
JAWA TIMUR,2022-04-01,987.0,2022,41237500,27.0,32.28333333333333,23.813333333333333,189.9,83.3,-0.95,-0.068,4,2.393452561382237,201
JAWA TIMUR,2022-05-01,1101.0,2022,41237500,27.08709677419355,31.75483870967742,24.164516129032258,169.20000000000002,84.12903225806451,-0.9,-0.122,5,2.6698999696877843,202
JAWA TIMUR,2022-06-01,1133.0,2022,41237500,26.833333333333332,32.013333333333335,23.26,87.8,80.7,-0.78,-0.335,6,2.7474992421946043,203
JAWA TIMUR,2022-07-01,916.0,2022,41237500,27.470967741935485,33.31612903225806,22.993548387096773,33.3,70.29032258064517,-0.76,-0.195,7,2.2212791755077297,204
JAWA TIMUR,2022-08-01,799.0,2022,41237500,28.24516129032258,34.87096774193548,23.299999999999997,33.199999999999996,66.6774193548387,-0.87,-0.246,8,1.9375568354046682,205
JAWA TIMUR,2022-09-01,658.0,2022,41237500,29.113333333333333,36.49,23.91,38.8,63.86666666666667,-0.97,-0.322,9,1.5956350409214914,206
JAWA TIMUR,2022-10-01,682.0,2022,41237500,26.825806451612905,32.67741935483871,23.60967741935484,250.8,82.35483870967742,-0.94,-0.691,10,1.6538344953016066,207
JAWA TIMUR,2022-11-01,795.0,2022,41237500,26.516666666666666,32.053333333333335,23.756666666666668,341.7,86.66666666666667,-0.85,-0.269,11,1.9278569263413154,208
JAWA TIMUR,2022-12-01,910.0,2022,41237500,26.52258064516129,31.725806451612904,23.51935483870968,291.3,84.03225806451613,-0.71,-0.092,12,2.2067293119127007,209
JAWA TIMUR,2023-01-01,1637.0,2023,41523750,26.583870967741937,31.674193548387095,23.748387096774195,247.1,83.51612903225806,-0.54,0.109,1,3.9423221650260394,210
JAWA TIMUR,2023-02-01,1119.0,2023,41523750,25.792857142857144,30.225,23.62857142857143,466.2,88.28571428571429,-0.29,0.157,2,2.694843312562088,211
JAWA TIMUR,2023-03-01,1127.0,2023,41523750,26.39032258064516,31.606451612903225,23.470967741935485,293.8,86.96774193548387,-0.02,0.415,3,2.714109395225624,212
JAWA TIMUR,2023-04-01,747.0,2023,41523750,26.996666666666663,32.09,23.826666666666664,113.2,83.9,0.27,0.56,4,1.7989704687076673,213
JAWA TIMUR,2023-05-01,837.0,2023,41523750,27.47741935483871,32.79032258064516,23.438709677419357,54.4,76.19354838709677,0.57,0.443,5,2.0157138986724465,214
JAWA TIMUR,2023-06-01,686.0,2023,41523750,28.253333333333337,34.156666666666666,23.716666666666665,8.7,69.63333333333334,0.84,0.665,6,1.6520665883982057,215
JAWA TIMUR,2023-07-01,497.0,2023,41523750,27.393548387096775,33.670967741935485,22.606451612903225,48.6,69.96774193548387,1.12,0.498,7,1.1969053854721696,216
JAWA TIMUR,2023-08-01,469.0,2023,41523750,27.94838709677419,34.86129032258064,22.32903225806452,0.7999999999999999,63.03225806451613,1.37,0.825,8,1.1294740961497938,217
JAWA TIMUR,2023-09-01,485.0,2023,41523750,28.696666666666665,35.96,22.756666666666668,8.4,59.666666666666664,1.6,0.946,9,1.1680062614768656,218
JAWA TIMUR,2023-10-01,520.0,2023,41523750,30.51290322580645,37.99677419354839,24.48709677419355,8.4,56.29032258064516,1.83,0.804,10,1.2522953731298354,219
JAWA TIMUR,2023-11-01,552.0,2023,41523750,30.166666666666668,37.73,25.39333333333333,132.0,67.0,1.99,0.92,11,1.329359703783979,220
JAWA TIMUR,2023-12-01,725.0,2023,41523750,28.661290322580644,35.277419354838706,24.822580645161292,158.5,76.19354838709677,2.06,0.851,12,1.7459887413829436,221
JAWA TIMUR,2024-01-01,2605.0,2024,41810000,27.56451612903226,33.358064516129026,24.55483870967742,327.9,83.2258064516129,1.92,0.765,1,6.230566850035877,222
JAWA TIMUR,2024-02-01,3472.0,2024,41810000,27.089655172413792,32.665517241379305,24.420689655172417,351.2,88.48275862068965,1.62,0.328,2,8.3042334369768,223
JAWA TIMUR,2024-03-01,4988.0,2024,41810000,27.31935483870968,32.41612903225806,24.4741935483871,283.3,86.6774193548387,1.26,0.421,3,11.93016024874432,224
JAWA TIMUR,2024-04-01,3880.0,2024,41810000,27.796666666666667,32.906666666666666,24.85,218.4,85.53333333333333,0.82,0.44,4,9.280076536713706,225
JAWA TIMUR,2024-05-01,3712.0,2024,41810000,28.70967741935484,34.34193548387096,24.48064516129032,17.7,73.87096774193549,0.49,0.297,5,8.878258789763214,226
JAWA TIMUR,2024-06-01,3175.0,2024,41810000,28.03666666666667,33.93,23.776666666666664,34.8,74.53333333333333,0.22,0.197,6,7.593877062903611,227
JAWA TIMUR,2024-07-01,986.0,2024,41810000,27.68064516129032,34.167741935483875,22.548387096774192,10.0,67.48387096774194,0.08,0.033,7,2.358287491030854,228
